,index,hrefid,numberofreviews,new,pricerange,neighbor1,neighbor2,neighbor3,neighbor4,neighbor5,address,category1,category2,category3,category4,category5,firstreviewdate
1042,2484,/biz/shakespeare-and-co-new-york-3,49,,$$,Upper East Side,,,,,"939 Lexington Ave
New York, NY 10065",Bookstores,Cafes,Coffee & Tea,,,2015-10-08
1043,4196,/biz/shay-and-ivy-new-york-2,34,,$$,Flatiron,,,,,"39 W 24th St
New York, NY 10010",American (New),Coffee & Tea,Breakfast & Brunch,,,2016-11-18
1044,2360,/biz/shelleys-kitchen-new-york,18,,$$,Midtown East,Murray Hill,,,,"90 Park Ave
New York, NY 10016",Salad,Cafes,Sandwiches,,,2015-03-03
1045,5647,/biz/shinbashi-sushi-new-york,56,,$$,East Village,,,,,"85 1st Ave
New York, NY 10003",Japanese,Sushi Bars,Salad,,,2016-03-30
1046,4285,/biz/shokudo-new-york,31,,$$,Theater District,Hell's Kitchen,Midtown West,,,"658 9th Ave
New York, NY 10036",Sushi Bars,Noodles,Ramen,,,2016-11-22
1047,4042,/biz/shu-han-ju-ii-new-york-2,25,,$$,East Village,,,,,"58 3rd Ave
New York, NY 10003",Szechuan,Seafood,,,,2016-11-13
1048,4883,/biz/siblings-nyc-new-york,37,,$$,Hell's Kitchen,Midtown West,,,,"498 9th Ave
New York, NY 10018",American (New),,,,,2016-02-13
1049,2882,/biz/simon-indian-palace-new-york,30,,$$,Midtown East,,,,,"230 E 58th St
New York, NY 10022",Indian,,,,,2017-01-11
1050,6392,/biz/simple-nyc-new-york-3,234,,$$,Lower East Side,,,,,"109 Eldridge St
New York, NY 10002",Japanese,Hawaiian,Poke,,,2016-05-28
1051,2567,/biz/slowly-shirley-new-york,59,,$$,West Village,,,,,"121 W 10th St
New York, NY 10011",Cocktail Bars,Diners,Wine Bars,,,2015-06-12
1052,2444,/biz/snax-spot-new-york,129,,$$,Hell's Kitchen,Midtown West,,,,"534 9th Ave
New York, NY 10018",Burgers,Fast Food,,,,2015-12-06
1053,2598,/biz/snow-face-new-york,20,,$,Theater District,Hell's Kitchen,Midtown West,,,"321 W 42nd St
New York, NY 10036",Creperies,Shaved Snow,,,,2016-11-01
1054,4175,/biz/snowfox-cafe-new-york,43,,$$,Flatiron,,,,,"24 E 23rd St
New York, NY 10010",Sushi Bars,Salad,Cafes,,,2016-11-17
1055,5373,/biz/soba-noodle-azuma-55-new-york,83,,$$,Midtown West,,,,,"251 W 55th St
New York, NY 10019",Japanese,Noodles,,,,2016-03-18
1056,6453,/biz/social-drink-and-food-new-york-5,24,,$$,Hell's Kitchen,Midtown West,,,,"570 10th Ave
New York, NY 10036",Bars,Breakfast & Brunch,Mediterranean,,,2016-05-31
1057,4388,/biz/society-cafe-new-york-2,27,,$$$,Greenwich Village,,,,,"52 W 13th St
New York, NY 10011",American (New),Cafes,Breakfast & Brunch,,,2016-11-29
1058,7178,/biz/sofia-pizza-shoppe-new-york,65,,$,Midtown East,,,,,"989 1st Ave
New York, NY 10022",Pizza,,,,,2016-07-26
1059,4518,/biz/solomon-and-kuff-new-york,140,,$$,Harlem,,,,,"2331 12th Ave
New York, NY 10027",Bars,Caribbean,,,,2015-12-15
1060,2811,/biz/somm-time-new-york-2,35,,$$,Midtown East,,,,,"959 2nd Ave
New York, NY 10022",Wine Bars,American (New),Breakfast & Brunch,,,2016-09-11
1061,5344,/biz/song-e-napule-new-york,229,,$$,Greenwich Village,,,,,"146 W Houston St
New York, NY 10012",Pizza,Italian,,,,2015-03-17
1062,3949,/biz/sonnys-true-barbeque-new-york,7,,$$,Midtown West,,,,,"47-49 W 55th St
New York, NY 10019",Barbeque,Salad,Sandwiches,,,2016-10-29
1063,3969,/biz/sons-of-thunder-new-york-4,568,,$$,Midtown East,Murray Hill,,,,"204 E 38th St
New York, NY 10016",Hawaiian,Hot Dogs,Poke,,,2015-10-30
1064,7908,/biz/sophies-cuban-cuisine-new-york-17,34,,$$,Midtown West,,,,,"1015 6th Ave
New York, NY 10018",Cuban,Sandwiches,,,,2016-09-22
1065,5735,/biz/sottocasa-pizzeria-harlem-new-york,111,,$$,Harlem,,,,,"227 Lenox Ave
New York, NY 10027",Pizza,Italian,,,,2016-04-14
1066,5260,/biz/souk-and-sandwich-new-york,105,,$$,South Village,,,,,"117 Ave Of The America's
New York, NY 10013",Lebanese,Sandwiches,Fast Food,,,2015-03-13
1067,2485,/biz/souvlaki-gr-new-york-6,301,,$$,Midtown West,,,,,"162 W 56th St
New York, NY 10019",Greek,,,,,2015-10-08
1068,2708,/biz/spa-88-restaurant-new-york-3,6,,$$,Financial District,,,,,"88 Fulton St
New York, NY 10038",American (Traditional),,,,,2016-01-07
1069,2591,/biz/space-nabi-new-york,58,,$$,Midtown West,,,,,"276 5th Ave
New York, NY 10001",Gastropubs,Korean,Coffee & Tea,,,2016-09-01
1070,6284,/biz/spaghetti-incident-new-york-2,351,,$$,Lower East Side,,,,,"231 Eldridge St
New York, NY 10002",Italian,,,,,2015-05-22
1071,5819,/biz/speakeasy-dollhouse-ziegfelds-midnight-frolic-new-york,58,,$$$$,Theater District,Midtown West,,,,"234 W 42nd St
New York, NY 10036",American (New),Speakeasies,,,,2015-04-18
1072,5649,/biz/speedy-romeo-new-york,150,,$$,Lower East Side,,,,,"63 Clinton St
New York, NY 10002",Pizza,Steakhouses,Italian,,,2016-03-30
1073,5390,/biz/spice-new-york-14,78,,$$,Manhattan Valley,,,,,"975 Amsterdam Ave
New York, NY 10025",Thai,,,,,2015-03-19
1074,2470,/biz/spice-saigon-new-york,112,,$$,Upper East Side,,,,,"1237 1st Ave
New York, NY 10065",Vietnamese,Noodles,Chinese,,,2015-03-08
1075,4571,/biz/spice-symphony-new-york-3,75,,$$,Midtown East,,,,,"150 E 50th St
New York, NY 10022",Chinese,Indian,Bars,,,2016-12-17
1076,4240,/biz/spice-wala-indian-cuisine-new-york,20,,$$,East Village,,,,,"97 1st Ave
New York, NY 10003",Indian,,,,,2016-11-20
1077,7407,/biz/spoon-table-and-bar-new-york-3,109,,$$,Midtown East,Murray Hill,,,,"40 East 33rd St
New York, NY 10016",American (New),Breakfast & Brunch,Cocktail Bars,,,2016-08-18
1078,6134,/biz/springbone-kitchen-new-york,128,,$$,Greenwich Village,,,,,"90 W 3rd St
New York, NY 10012",Gluten-Free,Fast Food,Coffee & Tea,,,2016-05-14
1079,2852,/biz/square-deli-new-york-2,10,,$,Chelsea,,,,,"168 8th Ave
New York, NY 10011",Delis,Breakfast & Brunch,Juice Bars & Smoothies,,,2017-01-04
1080,4045,/biz/st-kilda-coffee-new-york,66,,$,Theater District,Hell's Kitchen,Midtown West,,,"328 W 44th St
New York, NY 10036",Cafes,Coffee & Tea,,,,2016-11-13
1081,7761,/biz/st-pats-bar-and-grill-new-york,59,,$$,Midtown West,,,,,"22 W 46th St
New York, NY 10036",Irish,Pubs,Steakhouses,,,2015-09-15
1082,3723,/biz/stage-door-delicatessen-new-york-5,27,,$$,Chelsea,Midtown West,,,,"360 9th Ave
New York, NY 10001",Delis,,,,,2015-10-21
1083,6226,/biz/stickys-finger-joint-new-york-4,87,,$$,Theater District,Hell's Kitchen,Midtown West,,,"598 9th Ave
New York, NY 10036",Chicken Wings,Comfort Food,Chicken Shop,,,2016-05-19
1084,3268,/biz/stickys-finger-joint-new-york-7,49,,$$,Financial District,,,,,"21 Maiden Ln
New York, NY 10038",American (New),Salad,Sandwiches,,,2017-01-24
1085,6090,/biz/stk-rooftop-new-york-11,68,,$$$,Meatpacking District,West Village,,,,"26 Little W 12th St
New York, NY 10014",Lounges,Steakhouses,Cocktail Bars,,,2016-05-11
1086,7681,/biz/stout-nyc-grand-central-new-york,87,,$$,Midtown East,Murray Hill,,,,"60 E 41st St
New York, NY 10017",Sports Bars,Irish,Irish Pub,,,2015-08-05
1087,5860,/biz/strawberry-deli-new-york-2,15,,$,Meatpacking District,West Village,,,,"350 W 14th St
New York, NY 10014",Delis,Juice Bars & Smoothies,,,,2015-04-20
1088,2339,/biz/streetbird-rotisserie-new-york-4,497,,$$,Harlem,,,,,"2149 Frederick Douglass Blvd
New York, NY 10026",Soul Food,Chicken Shop,,,,2015-04-02
1089,6261,/biz/studio-cafe-at-the-whitney-new-york,42,,$$,Meatpacking District,West Village,,,,"99 Gansevoort St
New York, NY 10014",Cafes,,,,,2015-05-21
1090,2685,/biz/stuyvesant-organic-new-york,39,,$,East Village,Alphabet City,,,,"536 E 14th St
New York, NY 10009",Organic Stores,Salad,Caterers,,,2016-01-06
1091,7130,/biz/subway-new-york-319,4,,$,Stuyvesant Town,Gramercy,,,,"317 1st Ave
New York, NY 10003",Sandwiches,Fast Food,,,,2015-07-24
1092,6739,/biz/sugar-factory-new-york-6,47,,$$,Theater District,Midtown West,,,,"700 8th Ave
New York, NY 10036",Candy Stores,Desserts,Sandwiches,,,2016-06-24
1093,7571,/biz/sugar-factory-new-york-7,832,,$$$,Meatpacking District,West Village,,,,"835 Washington St
New York, NY 10014",Bars,Candy Stores,American (Traditional),,,2015-08-26
1094,2561,/biz/sugar-hill-cafe-new-york,211,,$,Harlem,,,,,"410 W 145th St
New York, NY 10031",Coffee & Tea,Cafes,,,,2015-03-12
1095,2681,/biz/sugarfish-by-sushi-nozawa-new-york,322,,$$$,Flatiron,,,,,"33 E 20th St
New York, NY 10003",Sushi Bars,,,,,2016-11-05
1096,6424,/biz/summer-garden-and-bar-new-york,13,,$$$,Midtown West,,,,,"20 W 50th St
New York, NY 10020",Bars,American (New),Breakfast & Brunch,,,2016-05-30
1097,3914,/biz/summers-soho-new-york,35,,$$,Greenwich Village,,,,,"169 Thompson St
New York, NY 10012",Coffee & Tea,Breakfast & Brunch,Juice Bars & Smoothies,,,2015-10-28
1098,6615,/biz/sunflower-cafe-nyc-new-york-2,39,,$$,Upper West Side,,,,,"676 Amsterdam Ave
New York, NY 10025",Cafes,Kosher,,,,2016-06-19
1099,5396,/biz/sunshine-new-york-2,71,,$$,Chinatown,,,,,"27 Division St
New York, NY 10013",Dim Sum,,,,,2016-03-02
1100,6105,/biz/superior-cafe-new-york,17,,$$,East Harlem,,,,,"1490 Madison Ave
New York, NY 10029",Cafes,Delis,,,,2015-05-13
1101,6779,/biz/superiority-burger-new-york,320,,$,East Village,Alphabet City,,,,"430 E 9th St
New York, NY 10009",Burgers,,,,,2015-06-26
1102,5147,/biz/suprema-provisions-new-york,77,,$$,West Village,,,,,"305 Bleecker St
New York, NY 10014",Italian,Breakfast & Brunch,Tapas Bars,,,2016-02-25
1103,4299,/biz/surya-new-york-3,123,,$$,Greenwich Village,,,,,"154 Bleecker St
New York, NY 10012",Indian,Cocktail Bars,Wine Bars,,,2015-11-23
1104,2475,/biz/sushi-dojo-express-new-york,7,,$$,West Village,,,,,"52 Gansevoort St
New York, NY 10014",Sushi Bars,Japanese,,,,2015-05-08
1105,6264,/biz/sushi-ginza-onodera-new-york-2,60,,$$$$,Midtown East,,,,,"461 5th Ave
New York, NY 10017",Sushi Bars,Japanese,,,,2016-05-21
1106,7274,/biz/sushi-inoue-new-york,82,,$$$$,Harlem,,,,,"381 Lenox Ave
New York, NY 10027",Sushi Bars,Japanese,,,,2015-07-30
1107,7064,/biz/sushi-on-jones-new-york,265,,$$$,East Village,NoHo,,,,"348 Bowery
New York, NY 10012",Sushi Bars,,,,,2016-07-21
1108,5999,/biz/sushi-para-88-new-york,223,,$$,West Village,,,,,"212 W 14th St
New York, NY 10011",Sushi Bars,Japanese,,,,2015-04-26
1109,7225,/biz/sushi-ren-new-york,74,,$$,Yorkville,Upper East Side,,,,"1584 2nd Ave
New York, NY 10028",Japanese,,,,,2015-07-28
1110,6986,/biz/sushi-roxx-new-york,169,,$$$,Midtown East,Murray Hill,,,,"120 E 39th St
New York, NY 10016",Cocktail Bars,Performing Arts,Sushi Bars,,,2015-07-17
1111,3595,/biz/sushi-seki-times-square-new-york-4,86,,$$$,Theater District,Hell's Kitchen,Midtown West,,,"365 W 46th St
New York, NY 10036",Sushi Bars,Japanese,Cocktail Bars,,,2015-10-16
1112,7350,/biz/sushi-star-new-york,45,,$$,Hell's Kitchen,Midtown West,,,,"462 9th Ave
New York, NY 10018",Sushi Bars,Japanese,Seafood,,,2015-08-15
1113,3885,/biz/sushi-teria-new-york-7,63,,$$,Koreatown,Midtown West,,,,"350 5th Ave
New York, NY 10118",Sushi Bars,Japanese,Fast Food,,,2015-10-27
1114,4791,/biz/sushi-zo-new-york,49,,$$$$,Greenwich Village,,,,,"88 W 3rd St
New York, NY 10012",Japanese,Sushi Bars,,,,2015-12-28
1115,2720,/biz/sushirrito-new-york-28,187,,$$,Flatiron,,,,,"12 W 23rd St
New York, NY 10010",Japanese,Asian Fusion,Latin American,,,2016-09-07
1116,2610,/biz/suspenders-new-york,103,,$$,Financial District,,,,,"108 Greenwich St
New York, NY 10006",Gastropubs,Comfort Food,,,,2016-04-02
1117,6821,/biz/sweet-basil-new-york,5,,$,Midtown East,Kips Bay,,,,"549 2nd Ave
New York, NY 10016",Thai,Asian Fusion,,,,2016-06-28
1118,4198,/biz/sweetcatch-poke-new-york,97,,$$,Midtown East,,,,,"642 Lexington Ave
New York, NY 10022",Poke,Hawaiian,Seafood,,,2016-11-18
1119,5951,/biz/sweetgreen-new-york-10,59,,$$,West Village,,,,,"226 Bleecker St
New York, NY 10014",Salad,Vegetarian,,,,2016-04-24
1120,6499,/biz/sweetgreen-new-york-12,89,,$$,Yorkville,Upper East Side,,,,"1500 3rd Ave
New York, NY 10028",Salad,Vegetarian,,,,2016-06-13
1121,6882,/biz/sweetgreen-new-york-13,81,,$$,Financial District,,,,,"67 Wall St
New York, NY 10005",Salad,Vegetarian,,,,2016-07-10
1122,7435,/biz/sweetgreen-new-york-15,63,,$$,NoHo,,,,,"10 Astor Pl
New York, NY 10003",Salad,Vegetarian,,,,2016-08-20
1123,2638,/biz/sweetgreen-new-york-16,47,,$$,West Village,,,,,"32 Gansevoort St
New York, NY 10014",Salad,Vegetarian,,,,2016-09-03
1124,2592,/biz/sweetgreen-new-york-18,58,,$$,Upper East Side,,,,,"1321 1st Ave
New York, NY 10021",Salad,Vegetarian,,,,2016-09-01
1125,4647,/biz/sweetgreen-new-york-20,50,,$$,Upper East Side,,,,,"137 E 61st St
New York, NY 10065",Salad,Vegetarian,,,,2016-12-20
1126,3374,/biz/sweetgreen-new-york-21,51,,$$,Midtown East,,,,,"66 E 55th St
New York, NY 10022",Salad,Vegetarian,,,,2017-01-28
1127,2503,/biz/sweetgreen-new-york-6,118,,$$,Morningside Heights,,,,,"2937 Broadway
New York, NY 10025",Salad,Vegetarian,,,,2015-10-09
1128,4171,/biz/sweetgreen-new-york-8,137,,$$,Upper West Side,,,,,"311 Amsterdam Ave
New York, NY 10023",Salad,Vegetarian,,,,2015-11-17
1129,4729,/biz/sweetgreen-new-york-9,101,,$$,Union Square,Flatiron,,,,"8 E 18th St
New York, NY 10003",Salad,Vegetarian,,,,2015-12-24
1130,7717,/biz/sweets-by-chloe-new-york-6,81,,$$,Greenwich Village,,,,,"185 Bleecker St
New York, NY 10012",Vegan,,,,,2016-09-13
1131,4644,/biz/t-swirl-cr%C3%AApe-new-york-15,134,,$,Chinatown,Civic Center,,,,"2 Mott St
New York, NY 10013",Desserts,Gluten-Free,Creperies,,,2015-12-20
1132,6903,/biz/t-swirl-cr%C3%AApe-new-york-16,172,,$,Gramercy,East Village,,,,"247 E 14th St
New York, NY 10003",Desserts,Creperies,Gluten-Free,,,2015-07-13
1133,2874,/biz/tabata-ramen-new-york-4,13,,$$,Chelsea,,,,,"601 6th Ave
New York, NY 10011",Ramen,,,,,2017-01-09
1134,4491,/biz/taberna-97-new-york,37,,$$$,East Village,,,,,"97 St Marks Pl
New York, NY 10009",Portuguese,,,,,2016-12-14
1135,2734,/biz/tabletime-new-york,25,,$$,Midtown East,,,,,"20 E 42nd St
New York, NY 10017",Delis,Salad,Soup,,,2016-04-08
1136,2427,/biz/tac-n-roll-new-york-3,134,,$,East Village,,,,,"124 E 4th St
New York, NY 10003",Tacos,Sandwiches,Desserts,,,2015-12-05
1137,2696,/biz/taco-bell-new-york-38,4,,$$,Washington Heights,,,,,"1351 St Nicholas Ave
New York, NY 10033",Tex-Mex,Fast Food,Mexican,,,2016-07-06
1138,3541,/biz/taco-mahal-new-york,217,,$,West Village,,,,,"73 7th Ave S
New York, NY 10014",Indian,Tacos,,,,2016-10-14
1139,2765,/biz/taco-recipes-new-york,24,,$,Lower East Side,,,,,"23 Essex St
New York, NY 10002",Mexican,,,,,2016-01-10
1140,2528,/biz/tacombi-bleecker-street-new-york,188,,$$,West Village,,,,,"255 Bleecker St
New York, NY 10014",Mexican,Juice Bars & Smoothies,Sandwiches,,,2015-10-10
1141,2772,/biz/tacos-grand-central-new-york-6,34,,$,Kips Bay,,,,,"134 E 27th St
New York, NY 10016",Mexican,,,,,2016-03-10
1142,2735,/biz/tacuba-hells-kitchen-cantina-mexicana-new-york,299,,$$,Theater District,Hell's Kitchen,Midtown West,,,"802 9th Ave
New York, NY 10019",Mexican,Latin American,Tapas Bars,,,2016-04-08
1143,6422,/biz/taiwan-bear-house-new-york,211,,$,Chinatown,Civic Center,,,,"11 Pell St
New York, NY 10013",Taiwanese,Bubble Tea,Chinese,,,2015-05-30
1144,8027,/biz/takumi-taco-new-york-12,36,,$$,Midtown East,,,,,"230 Park Ave
New York, NY 10169",Mexican,Food Stands,,,,2015-09-27
1145,3951,/biz/tal-bagels-new-york-7,72,,$,Stuyvesant Town,Gramercy,,,,"357 1st Ave
New York, NY 10010",Bagels,Breakfast & Brunch,Sandwiches,,,2015-10-03
1146,2509,/biz/tampopo-ramen-new-york,194,,$$,Washington Heights,,,,,"1 Bennett Ave
New York, NY 10033",Ramen,Bars,,,,2015-12-09
1147,2472,/biz/tanner-smiths-new-york-2,744,,$$,Midtown West,,,,,"204 W 55th St
New York, NY 10019",Cocktail Bars,American (New),Breakfast & Brunch,,,2015-03-08
1148,7109,/biz/tanoshi-tei-new-york-4,4,,$$$,Yorkville,Upper East Side,,,,"1374 York Ave
New York, NY 10021",Japanese,Sushi Bars,,,,2015-07-23
1149,3405,/biz/tao-new-york-3,13,,$$$$,Midtown East,,,,,"625 Madison Ave
New York, NY 10022",Dance Clubs,American (New),,,,2016-01-29
1150,7884,/biz/tapas-bites-new-york,9,,$,East Harlem,,,,,"2337 1st Ave
New York, NY 10035",Tapas Bars,Brazilian,Desserts,,,2016-09-21
1151,3189,/biz/taqueria-diana-new-york-5,112,,$$,Hell's Kitchen,Midtown West,,,,"524 9th Ave
New York, NY 10018",Mexican,,,,,2016-01-20
1152,3973,/biz/taqueria-meza-new-york,85,,$$,West Village,,,,,"95 7th Ave S
New York, NY 10014",Cocktail Bars,Mexican,Breakfast & Brunch,,,2016-10-30
1153,2449,/biz/taqueria-st-marks-place-new-york,281,,$$,East Village,,,,,"79 St Marks Pl
New York, NY 10003",Mexican,,,,,2015-03-07
1154,7504,/biz/tarallucci-e-vino-nomad-new-york,41,,$$,Flatiron,,,,,"44 E 28th St
New York, NY 10016",Italian,Wine Bars,Breakfast & Brunch,,,2016-08-23
1155,5536,/biz/taste-chinese-restaurant-new-york,10,,$,TriBeCa,,,,,"178 Church St
New York, NY 10013",Chinese,,,,,2016-03-25
1156,6905,/biz/taste-of-shanghai-new-york-3,43,,$,Chinatown,Civic Center,,,,"42 Mott St
New York, NY 10013",Shanghainese,,,,,2016-07-13
1157,7663,/biz/tasty-hand-pulled-noodles-ii-new-york,120,,$$,Theater District,Hell's Kitchen,Midtown West,,,"648 9th Ave
New York, NY 10036",Noodles,,,,,2015-08-30
1158,2853,/biz/tasty-mug-cafe-new-york-2,21,,$,East Harlem,,,,,"1798 3rd Ave
New York, NY 10029",Coffee & Tea,Sandwiches,Bakeries,,,2017-02-04
1159,2784,/biz/tasty-picks-new-york-3,8,,$,Stuyvesant Town,Gramercy,,,,"377 E 22nd St
New York, NY 10010",Sandwiches,Delis,Juice Bars & Smoothies,,,2016-10-10
1160,2785,/biz/tavern62-by-david-burke-new-york,51,,$$$,Upper East Side,,,,,"135 E 62nd St
New York, NY 10065",Steakhouses,American (Traditional),Seafood,,,2016-10-10
1161,4684,/biz/tavo-new-york,41,,$$$,West Village,,,,,"615 Hudson St
New York, NY 10014",French,Latin American,Asian Fusion,,,2016-12-21
1162,6001,/biz/taylor-st-baristas-new-york,89,,$,Midtown East,Murray Hill,,,,"33 E 40th St
New York, NY 10017",Cafes,Coffee & Tea,,,,2016-04-26
1163,2742,/biz/teisui-new-york,44,,$$$$,Flatiron,,,,,"246 5th Ave
New York, NY 10001",Japanese,Bars,,,,2016-02-09
1164,5166,/biz/temerario-new-york-2,119,,$$,Chelsea,,,,,"198 8th Ave
New York, NY 10011",Mexican,,,,,2016-02-26
1165,4423,/biz/temple-court-new-york,87,,$$$,Financial District,,,,,"5 Beekman St
New York, NY 10038",American (New),Bars,Breakfast & Brunch,,,2016-11-04
1166,6944,/biz/tempura-matsui-new-york,52,,$$$$,Midtown East,Murray Hill,,,,"222 E 39th St
New York, NY 10016",Japanese,Seafood,,,,2015-07-15
1167,6478,/biz/teremok-new-york-5,85,,$,Chelsea,Midtown West,,,,"358 7th Ave
New York, NY 10001",Russian,Salad,Soup,,,2016-06-11
1168,2761,/biz/teremok-new-york-6,28,,$$,Chelsea,,,,,"555 6th Ave
New York, NY 10011",Russian,Coffee & Tea,Soup,,,2016-10-09
1169,5086,/biz/terri-new-york-6,135,,$$,Midtown East,,,,,"685 Third Ave
New York, NY 10017",Vegan,Juice Bars & Smoothies,Sandwiches,,,2016-02-23
1170,5423,/biz/texas-chicken-and-burgers-new-york-3,8,,$,East Harlem,,,,,"151 103rd St
New York, NY 10029",Chicken Wings,Burgers,American (Traditional),,,2016-03-20
1171,2640,/biz/texas-chicken-and-burgers-new-york-4,7,,$,Harlem,,,,,"2144 Frederick Douglass Blvd
New York, NY 10026",Chicken Wings,Burgers,American (Traditional),,,2016-10-03
1172,2843,/biz/thai-bkk-new-york,31,,$$,East Harlem,,,,,"2021 Lexington Ave
New York, NY 10035",Thai,,,,,2017-02-02
1173,2344,/biz/thai-food-on-wheels-new-york-3,27,,$,Midtown East,,,,,"48TH St And Park Ave
New York, NY 10017",Food Trucks,Thai,,,,2015-07-02
1174,2834,/biz/thai-ish-new-york-2,114,,$$,Midtown East,,,,,"168 Lexington Ave
New York, NY 10016",Thai,,,,,2016-08-12
1175,5261,/biz/thai-sliders-and-co-new-york-3,41,,$$,Chelsea,,,,,"150 8th Ave
New York, NY 10011",Thai,Comfort Food,Pan Asian,,,2016-03-13
1176,5534,/biz/thai-sliders-new-york-3,210,,$$,Financial District,,,,,"108 John St
New York, NY 10038",Thai,Salad,Noodles,,,2015-03-25
1177,7967,/biz/thai-villa-new-york-2,717,,$$,Flatiron,,,,,"5 E 19th St
New York, NY 10003",Thai,,,,,2016-09-25
1178,2604,/biz/thai-wok-new-york,37,,$,East Harlem,,,,,"1406 Madison Ave
New York, NY 10029",Thai,,,,,2016-01-02
1179,7949,/biz/thailicious-new-york,117,,$$,Chinatown,,,,,"75 Baxter St
New York, NY 10013",Thai,,,,,2016-09-24
1180,4422,/biz/thais-new-york-new-york-2,77,,$$,Yorkville,Upper East Side,,,,"1718 2nd Ave
New York, NY 10128",Thai,,,,,2015-11-04
1181,4007,/biz/the-ainsworth-midtown-new-york,81,,$$,Midtown East,Murray Hill,,,,"45 E 33rd St
New York, NY 10016",American (New),Sports Bars,,,,2015-10-04
1182,2740,/biz/the-anthony-new-york,29,,$$$,Greenwich Village,,,,,"183 Bleecker St
New York, NY 10012",American (New),Lounges,,,,2016-12-08
1183,4731,/biz/the-bao-shoppe-new-york-2,98,,$,Lower East Side,Chinatown,,,,"34 Canal St
New York, NY 10002",Asian Fusion,Sandwiches,Bubble Tea,,,2016-12-24
1184,4324,/biz/the-bennett-new-york-4,79,,$$$,TriBeCa,,,,,"134 W Broadway
New York, NY 10013",Cocktail Bars,American (New),Lounges,,,2015-11-25
1185,7421,/biz/the-big-slice-new-york,18,,$,Flatiron,,,,,"1367 Broadway
New York, NY 10018",Pizza,,,,,2016-08-19
1186,3575,/biz/the-black-derby-new-york,45,,$$,West Village,,,,,"310 W 4th St
New York, NY 10014",American (New),French,,,,2016-10-15
1187,2670,/biz/the-boil-new-york-5,353,,$$,Greenwich Village,,,,,"17 Waverly Pl
New York, NY 10003",Cajun/Creole,Seafood,,,,2016-05-05
1188,6926,/biz/the-bowery-market-new-york,18,,$$,East Village,NoHo,,,,"348 Bowery
New York, NY 10012",Food Court,,,,,2016-07-14
1189,5281,/biz/the-brazen-tavern-new-york,120,,$$,Theater District,Hell's Kitchen,Midtown West,,,"356 W 44th St
New York, NY 10036",Bars,American (New),,,,2016-03-14
1190,5907,/biz/the-burgary-new-york,121,,$$,Lower East Side,,,,,"67 Clinton St
New York, NY 10002",Burgers,,,,,2016-04-22
1191,6076,/biz/the-butchers-daughter-new-york-2,92,,$$,West Village,,,,,"581 Hudson St
New York, NY 10014",Juice Bars & Smoothies,Breakfast & Brunch,Salad,,,2016-04-30
1192,4703,/biz/the-cannibal-liquor-house-new-york-2,17,,$$,Midtown East,Flatiron,,,,"111 E 29th St
New York, NY 10010",Cocktail Bars,Burgers,American (New),,,2016-12-22
1193,4988,/biz/the-chelsea-bell-new-york,33,,$$,Chelsea,,,,,"316 8th Ave
New York, NY 10001",Bars,American (Traditional),Breakfast & Brunch,,,2017-02-18
1194,3099,/biz/the-cinnamon-snail-new-york-7,275,,$$,Midtown West,,,,,"2 Penn Plz
New York, NY 10001",Vegan,Gluten-Free,Desserts,,,2016-01-16
1195,6167,/biz/the-clocktower-new-york,211,,$$$,Flatiron,,,,,"5 Madison Ave
New York, NY 10010",British,,,,,2015-05-16
1196,3462,/biz/the-counter-times-square-new-york,13,,$$,Theater District,Midtown West,,,,"7 Times Square
New York, NY 10036",Burgers,,,,,2016-01-31
1197,3631,/biz/the-daisy-new-york,137,,$$,Yorkville,Upper East Side,,,,"1641 Second Ave
New York, NY 10028",Cocktail Bars,American (New),Gastropubs,,,2015-10-17
1198,3296,/biz/the-den-at-hyatt-herald-square-new-york,3,,$$,Koreatown,Midtown West,,,,"30 West 31st
New York, NY 10001",American (New),Tapas Bars,Lounges,,,2016-01-25
1199,3100,/biz/the-dog-house-new-york-2,6,,$$,Chelsea,,,,,"160 West 25th St
New York, NY 10001",Bars,American (Traditional),,,,2017-01-16
1200,6072,/biz/the-draft-house-new-york,112,,$$,Harlem,,,,,"3473 Broadway
New York, NY 10031",Bars,American (Traditional),Italian,,,2015-04-30
1201,2564,/biz/the-empanada-cart-new-york,24,,$,Central Park,,,,,"W 40th St & 5th Ave
New York, NY 10018",Food Stands,Empanadas,,,,2015-05-12
1202,4860,/biz/the-fat-monk-new-york,86,,$$,Manhattan Valley,,,,,"949 Columbus Ave
New York, NY 10025",Gastropubs,,,,,2017-02-11
1203,3068,/biz/the-flying-cock-pub-new-york-3,187,,$$,Midtown East,Murray Hill,Kips Bay,,,"497 3rd Ave
New York, NY 10016",Pubs,Breakfast & Brunch,,,,2016-01-15
1204,2401,/biz/the-flying-pig-jianbing-new-york,30,,$,Theater District,Midtown West,,,,"46TH St And 6th Ave
New York, NY 10036",Food Trucks,Chinese,,,,2015-11-04
1205,4943,/biz/the-gem-saloon-new-york,57,,$$,Kips Bay,,,,,"375 3rd Ave
New York, NY 10016",Bars,Breakfast & Brunch,American (Traditional),,,2017-02-16
1206,3269,/biz/the-good-sort-new-york-2,64,,$,Chinatown,Civic Center,,,,"5 Doyers St
New York, NY 10013",Coffee & Tea,Vegan,Cafes,,,2017-01-24
